row_index,source_name,true_label,pred_label,confidence,period,amplitude,ra_deg,dec_deg,simbad_id,simbad_otype,vsx_name,vsx_type,vsx_period,asassn_name,asassn_type,asassn_period,asassn_amp,gcvs_name,gcvs_type,gcvs_period,pred_broad,true_broad,vsx_broad,asassn_broad,simbad_broad,n_confirm_pred,n_confirm_true,final_verdict
9617,ASASSN-V J222755.00+491458.2,RRC,EW,0.979466,0.2947391700816471,0.32599999999999874,336.979167,49.2495,ATO J336.9792+49.2495,EB*,WISE J222755.0+491458,EW,0.5894742,J222755.00+491458.2,RRC,0.2947403,0.23,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
165934,ASASSN-V J182129.50+101532.5,ROT,SR,0.979425,82.46712802547462,0.577,275.372917,10.259028,ATO J275.3732+10.2591,LP*,ZTF J182129.56+101532.9,SR,83.0634674,J182129.50+101532.5,ROT,82.43651,0.16,,,,LPV,ROT,LPV,ROT,LPV,2,1,MODEL_LIKELY_CORRECT
4280,ASASSN-V J184309.32+102013.3,RRC,EW,0.979342,0.2848064291841951,0.41999999999999993,280.788833,10.337028,ATO J280.7889+10.3373,EB*,WISE J184309.3+102014,EW,0.5696108,J184309.32+102013.3,RRC,0.2848096,0.36,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
8060,ASASSN-V J163214.53-572006.5,RRC,EW,0.979237,0.2363534769573491,0.3650000000000002,248.060542,-57.335139,Gaia DR3 5928089337126983936,EB*,WISE J163214.2-572004,EW,0.4733303,J163214.53-572006.5,RRC,0.236354,0.32,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
704549,ASASSN-V J180201.72+153528.4,DSCT,EW,0.979207,0.1554440746242869,0.9929999999999986,270.507167,15.591222,ATO J270.5074+15.5914,EB*,ZTF J180201.75+153528.9,EW,0.3108882,J180201.72+153528.4,HADS,0.1554439,0.23,,,,EB,DSCT,EB,DSCT,EB,2,1,MODEL_LIKELY_CORRECT
356494,ASASSN-V J161552.39-100824.8,EW,RRC,0.979174,0.3890654034480108,0.9039999999999999,243.968292,-10.140222,ATO J243.9683-10.1403,RR*,PS1-3PI J161552.39-100825.1,RRC,0.389147,J161552.39-100824.8,EW,0.7781294,0.49,,,,RR,EB,RR,EB,RR,2,1,MODEL_LIKELY_CORRECT
534343,ZTFJ175127.35+265715.9,EW,RRC,0.978826,0.3829641294324772,0.6709999999999994,267.863958,26.954417,ZTF J175127.35+265715.9,RR*,PS1-3PI J175127.35+265715.8,RRC,0.382972,,,,,,,,RR,EB,RR,,RR,2,0,MODEL_LIKELY_CORRECT
10912,ASASSN-V J105902.61-703154.0,RRC,EW,0.978821,0.3946885668916759,0.391,164.760875,-70.531667,Gaia DR3 5231517389151003136,EB*,ASASSN-V J105902.81-703154.1,RRC,0.394689,J105902.61-703154.0,RRC,0.3946894,0.32,,,,EB,RR,RR,RR,EB,1,2,CONFLICTING
2197,ASASSN-V J184021.58-253409.3,RRC,EW,0.978817,0.2057841811815568,0.3830000000000009,280.089917,-25.56925,Gaia DR3 4076333570698720384,EB*,ASASSN-V J184021.57-253409.6,RRC,0.205783,J184021.58-253409.3,RRC,0.2057832,0.24,,,,EB,RR,RR,RR,EB,1,2,CONFLICTING
502714,ASASSN-V J223637.35-635238.8,EW,RRC,0.978533,0.3353917517741328,0.9199999999999999,339.155625,-63.877444,DES J223637.28-635239.2,RR*,ASASSN-V J223637.28-635239.3,RRC,0.33539,J223637.35-635238.8,EW,0.6707846,0.5,,,,RR,EB,RR,EB,RR,2,1,MODEL_LIKELY_CORRECT
323380,ASASSN-V J010257.34-842948.7,EW,RRC,0.978355,0.3377032309490663,0.6400000000000006,15.738917,-84.496861,Gaia DR3 4617471171873063552,RR*,ASASSN-V J010257.43-842948.9,RRC,0.337677,J010257.34-842948.7,EW,0.6753938,0.4,,,,RR,EB,RR,EB,RR,2,1,MODEL_LIKELY_CORRECT
15206,ASASSN-V J063303.65+113519.2,RRC,EW,0.978338,0.708316486587899,0.39899999999999913,98.265208,11.588667,ATO J098.2648+11.5887,EB*,ZTF J063303.56+113519.5,EW,0.4527796,J063303.65+113519.2,RRC,0.2263911,0.3,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
11955,ASASSN-V J100639.94-630617.3,RRC,EW,0.978309,0.3095482109292256,0.6370000000000005,151.666417,-63.104806,Gaia DR3 5252674771704968448,EB*,ASASSN-V J100640.10-630617.9,RRC,0.309548,J100639.94-630617.3,RRC,0.3095476,0.34,,,,EB,RR,RR,RR,EB,1,2,CONFLICTING
274355,ASASSN-V J064500.46+453342.3,CEP,ROT,0.978301,9.845550185874645,0.3719999999999999,101.251917,45.56175,ATO J101.2519+45.5616,RS*,ATO J101.2519+45.5616,RS,9.84796,J064500.46+453342.3,CWA,9.84796,0.22,,,,ROT,CEP,ROT,CEP,ROT,2,1,MODEL_LIKELY_CORRECT
19989,ASASSN-V J130628.06-520346.0,RRC,EW,0.978165,0.3399970871991069,0.2110000000000003,196.616917,-52.062778,Gaia DR3 6080363554313175296,EB*,ASASSN-V J130628.07-520346.5,RRC,0.339995,J130628.06-520346.0,RRC,0.3399946,0.12,,,,EB,RR,RR,RR,EB,1,2,CONFLICTING
5948,ASASSN-V J074924.01+051450.4,RRC,EW,0.978103,0.2968139264751972,0.4540000000000006,117.350042,5.247333,ATO J117.3504+05.2473,EB*,TSVSC1 TN-N221230111-70-67-2,EW,0.59364,J074924.01+051450.4,RRC,0.2968222,0.36,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
638833,ASASSN-V J164100.45-115018.5,EW,RRC,0.97785,0.3674918169949022,0.9079999999999995,250.251875,-11.838472,ATO J250.2517-11.8384,RR*,Gaia DR3 4336972664569150464,RRC,0.367499,J164100.45-115018.5,EW,0.7349838,0.48,,,,RR,EB,RR,EB,RR,2,1,MODEL_LIKELY_CORRECT
8289,ASASSN-V J125906.05-522746.4,RRC,EW,0.977819,0.2117103024381277,3.3230000000000004,194.775208,-52.462889,Gaia DR3 6080998904538175872,EB*,WISE J125905.7-522742,EW,0.4234245,J125906.05-522746.4,RRC,0.2117136,0.28,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
238572,ASASSN-V J171747.04+313602.1,ROT,EW,0.977457,0.2236660687120067,0.5030000000000001,259.446,31.600583,ROTSE1 J171747.24+313601.2,EB*,ROTSE1 J171747.24+313601.2,EW,0.44732897,J171747.04+313602.1,ROT,0.22367,0.33,,,,EB,ROT,EB,ROT,EB,2,1,MODEL_LIKELY_CORRECT
18082,ASASSN-V J200341.25+055055.8,RRC,EW,0.977443,0.187018675697392,0.5800000000000001,300.921875,5.848833,ATO J300.9217+05.8489,EB*,ZTF J200341.21+055056.4,EW,0.374038,J200341.25+055055.8,RRC,0.187018,0.22,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
380110,ZTFJ062942.29+153449.6,EW,DSCT,0.97742,0.094178527665865,0.16199999999999903,97.426208,15.580444,ATO J097.4262+15.5804,dS*,ZTF J062942.29+153449.6,EW,0.1883532,J062942.32+153449.6,DSCT,0.0941756,0.09,,,,DSCT,EB,EB,DSCT,DSCT,2,1,MODEL_LIKELY_CORRECT
202022,ASASSN-V J231938.97+414748.9,ROT,SR,0.977376,59.14346303630977,0.41300000000000026,349.912375,41.796917,ZTF J231938.95+414748.8,LP*,ASASSN-V J231938.97+414748.9,ROT,60.0,J231938.97+414748.9,ROT,60.0336,0.28,,,,LPV,ROT,ROT,ROT,LPV,1,2,CONFLICTING
252107,ASASSN-V J211700.26+142621.8,ROT,SR,0.977331,48.27277328990437,0.38599999999999923,319.251083,14.439389,ATO J319.2509+14.4393,LP*,ASAS J211700+1426.3,MISC,48.390663,J211700.26+142621.8,ROT,48.027203,0.28,,,,LPV,ROT,MISC,ROT,LPV,1,1,CONFLICTING
166267,ASASSN-V J204301.46+235838.3,ROT,SR,0.977322,66.72666666665201,0.6940000000000008,310.756083,23.977306,ATO J310.7560+23.9772,LP*,ASASSN-V J204301.46+235838.3,YSO,,J204301.46+235838.3,ROT,67.548355,0.38,,,,LPV,ROT,YSO,ROT,LPV,1,1,CONFLICTING
339483,ZTFJ184423.90+723515.6,EW,RRC,0.977177,0.3932112896333669,0.6629999999999985,281.099583,72.587667,ZTF J184423.90+723515.6,RR*,ASASSN-V J184423.90+723515.6,EW,0.786409,J184423.91+723515.6,EW,0.786409,0.51,,,,RR,EB,EB,EB,RR,1,2,CONFLICTING
3656,ASASSN-V J115624.64-291241.3,RRC,EW,0.977115,0.2694790047975754,0.3260000000000005,179.102667,-29.211472,CRTS J115624.6-291241,EB*,SSS_J115624.6-291241,EB|EW,0.538964,J115624.64-291241.3,RRC,0.2694818,0.19,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
3351,ASASSN-V J174056.37-135314.0,RRC,EW,0.977103,0.3631175730262732,0.3670000000000009,265.234875,-13.887222,ATO J265.2354-13.8869,EB*,Gaia DR3 4149453361680874112,E,0.72625,J174056.37-135314.0,RRC,0.3631254,0.26,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
15079,ASASSN-V J062830.68+200418.5,RRC,EW,0.97707,0.4022763824578944,0.1750000000000007,97.127833,20.071806,ATO J097.1278+20.0717,EB*,Gaia DR3 3372549818521947904,E,0.80453,J062830.68+200418.5,RRC,0.4022688,0.13,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
15027,ASASSN-V J120713.19-672250.3,RRC,EW,0.976977,0.262624422136708,0.3000000000000007,181.804958,-67.380639,Gaia DR3 5860349323426194944,EB*,ASASSN-V J120713.02-672250.3,RRC,0.262616,J120713.19-672250.3,RRC,0.2626162,0.18,,,,EB,RR,RR,RR,EB,1,2,CONFLICTING
167818,ASASSN-V J005125.25+712118.5,ROT,SR,0.976955,79.95587724550977,0.5359999999999996,12.855208,71.355139,ZTF J005125.23+712118.8,LP*,ASASSN-V J005125.25+712118.8,ROT,79.79,J005125.25+712118.5,ROT,79.7874,0.27,,,,LPV,ROT,ROT,ROT,LPV,1,2,CONFLICTING
7724,ASASSN-V J101938.86-463255.6,RRC,EW,0.976936,0.4080962887529935,0.5099999999999998,154.911917,-46.548778,Gaia DR3 5413516903199962368,EB*,ASASSN-V J101938.86-463255.6,RRC,0.4081,J101938.86-463255.6,RRC,0.4081,0.37,,,,EB,RR,RR,RR,EB,1,2,CONFLICTING
17927,ASASSN-V J162047.24-142224.2,RRC,EW,0.976526,0.280022649578495,0.6500000000000004,245.196833,-14.373389,ATO J245.1968-14.3734,EB*,ASASSN-V J162047.24-142224.3,EB,0.560048,J162047.24-142224.2,RRC,0.2800212,0.34,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
18077,ASASSN-V J052647.38-522004.3,RRC,EW,0.976408,0.2642033811560462,0.40499999999999936,81.697417,-52.334528,CRTS J052647.2-522003,EB*,SSS_J052647.2-522003,EB|EW,0.528406,J052647.38-522004.3,RRC,0.2642053,0.2,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
479174,ZTFJ220123.13+481713.2,EW,SR,0.97639,56.35914935064884,0.34199999999999875,330.346375,48.287,ATO J330.3463+48.2870,LP*,ZTF J220123.13+481713.2,EB:,111.8953516,J220123.13+481713.2,SR,560.3837,0.25,,,,LPV,EB,EB,LPV,LPV,2,1,MODEL_LIKELY_CORRECT
17140,ASASSN-V J203626.76+223743.1,RRC,EW,0.976193,0.2570399529411512,0.3330000000000002,309.1115,22.628639,ATO J309.1115+22.6285,EB*,ZTF J203626.77+223742.6,EW,0.5140738,J203626.76+223743.1,RRC,0.2570416,0.24,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
19875,ASASSN-V J212130.09+410908.5,RRC,EW,0.976031,0.2763881427424971,0.1880000000000006,320.375375,41.152361,ATO J320.3752+41.1524,EB*,ZTF J212130.06+410908.9,EW,0.552779,J212130.09+410908.5,RRC,0.2763976,0.11,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
154298,ASASSN-V J080110.23+192016.0,ROT,SR,0.975923,3051.6460714283003,0.7120000000000015,120.292625,19.337778,ATO J120.2926+19.3376,LP*,ASASSN-V J080110.23+192016.0,SR,58.5,J080110.23+192016.0,ROT,58.45,0.44,,,,LPV,ROT,LPV,ROT,LPV,2,1,MODEL_LIKELY_CORRECT
328324,ASASSN-V J190719.59-280114.9,EW,RRC,0.975886,0.2720683139282863,0.766,286.831625,-28.020806,Gaia DR3 6762611554445257472,RR*,PS1-3PI J190719.63-280114.2,RRC,0.272072,J190719.59-280114.9,EW,0.5441396,0.51,,,,RR,EB,RR,EB,RR,2,1,MODEL_LIKELY_CORRECT
256215,ASASSN-V J195320.76+105431.6,ROT,SR,0.975802,0.4957576483959012,0.19500000000000028,298.3365,10.908778,ZTF J195320.79+105431.3,LP*,ASASSN-V J195320.80+105431.3,ROT,69.74,J195320.76+105431.6,ROT,69.74297,0.1,,,,LPV,ROT,ROT,ROT,LPV,1,2,CONFLICTING
564595,ASASSN-V J185226.89-595859.8,EW,RRC,0.975718,0.3866563552014646,1.1449999999999996,283.112042,-59.983278,Gaia DR3 6632938520312721792,RR*,ASASSN-V J185226.87-595859.8,EW,0.773333,J185226.89-595859.8,EW,0.773333,0.49,,,,RR,EB,EB,EB,RR,1,2,CONFLICTING
700108,ASASSN-V J153104.85-651943.4,DSCT,EW,0.97563,0.17361789780087,0.18499999999999872,232.770208,-65.328722,Gaia DR3 5824266203662687104,EB*,ASASSN-V J153104.82-651944.6,DSCT,0.173615,J153104.85-651943.4,DSCT,0.1736154,0.13,,,,EB,DSCT,DSCT,DSCT,EB,1,2,CONFLICTING
10382,ASASSN-V J074108.90-325900.6,RRC,EW,0.975587,0.1849184558678236,0.42499999999999893,115.287083,-32.9835,ATO J115.2870-32.9834,EB*,Gaia DR3 5588963431020134784,E,0.369847,J074108.90-325900.6,RRC,0.1849208,0.24,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
12961,ASASSN-V J000451.95+203835.1,RRC,EW,0.97555,0.185354957535987,0.516,1.216458,20.643083,ATO J001.2163+20.6429,EB*,ZTF J000451.92+203834.8,EW,0.370712,J000451.95+203835.1,RRC,0.1853565,0.16,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
391837,ASASSN-V J184944.72-333006.2,EW,RRC,0.975497,0.2991788047046226,0.7729999999999997,282.436333,-33.501722,OGLE BLG-RRLYR-66943,RR*,ASASSN-V J184944.78-333004.8,EW,0.598347,J184944.72-333006.2,EW,0.598347,0.49,,,,RR,EB,EB,EB,RR,1,2,CONFLICTING
493007,ASASSN-V J185438.57-313634.6,EW,RRC,0.975423,0.2977367045390453,0.6819999999999986,283.660708,-31.609611,Gaia DR3 6760224274197780608,RR*,Gaia DR3 6760224274197780608,RRC,0.29774,J185438.57-313634.6,EW,0.595485,0.44,,,,RR,EB,RR,EB,RR,2,1,MODEL_LIKELY_CORRECT
717288,ASASSN-V J113613.77-620131.5,DSCT,EW,0.975407,0.1717140597075923,0.23800000000000132,174.057375,-62.025417,Gaia DR3 5334172914346249472,EB*,ASASSN-V J113613.38-620133.0,DSCT,0.171714,J113613.77-620131.5,DSCT,0.1717136,0.14,,,,EB,DSCT,DSCT,DSCT,EB,1,2,CONFLICTING
3215,ASASSN-V J220429.21+653653.5,RRC,EW,0.975037,0.3015077263851273,0.6489999999999991,331.121708,65.614861,ZTF J220429.19+653653.0,EB*,ASASSN-V J220429.20+653653.1,RRC,0.301508,J220429.21+653653.5,RRC,0.3015082,0.29,,,,EB,RR,RR,RR,EB,1,2,CONFLICTING
181438,ASASSN-V_J170812.01+090347.7,ROT,SR,0.974756,42.894512377846205,2.1220000000000003,257.050042,9.06325,ATO J257.0500+09.0632,LP*,ZTF J170812.00+090347.8,SR,42.402186,J170812.00+090347.8,ROT,42.497955,0.23,,,,LPV,ROT,LPV,ROT,LPV,2,1,MODEL_LIKELY_CORRECT
456425,ZTFJ194147.81+274611.0,EW,SR,0.97473,1.0205988410965,0.5620000000000012,295.449208,27.769722,ZTF J194147.81+274611.0,LP*,ZTF J194147.81+274611.0,EB,87.4607812,,,,,,,,LPV,EB,EB,,LPV,1,1,CONFLICTING
413419,ZTFJ205929.63+355740.9,EW,SR,0.974726,51.3489067415732,0.552999999999999,314.873458,35.961361,ZTF J205929.63+355740.9,LP*,ZTF J205929.63+355740.9,EB,100.9930182,,,,,,,,LPV,EB,EB,,LPV,1,1,CONFLICTING
16336,ASASSN-V J054136.56+322446.1,RRC,EA,0.974618,0.3114503978634232,0.4350000000000005,85.402333,32.412806,ATO J085.4023+32.4128,EB*,WISE J054136.5+322445,EA,0.6229186,J054136.56+322446.1,RRC,0.3114478,0.32,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
192262,ASASSN-V J085330.75+140755.2,ROT,SR,0.974611,63.27750592333514,0.3569999999999993,133.378125,14.132,2MASS J08533076+1407554,LP*,KP 106227,LPV,,J085330.75+140755.2,ROT,63.910934,0.19,,,,LPV,ROT,LPV,ROT,LPV,2,1,MODEL_LIKELY_CORRECT
352,ASASSN-V J194407.91+132432.8,RRC,EW,0.974572,0.1947606528708543,0.35300000000000153,296.032958,13.409111,ATO J296.0332+13.4094,EB*,ZTF J194407.96+132434.0,EW,0.3895152,J194407.91+132432.8,RRC,0.1947573,0.23,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
7815,ASASSN-V J185418.03-170153.0,RRC,EW,0.974525,0.4342172071432059,0.39199999999999946,283.575125,-17.031389,ATO J283.5745-17.0310,EB*,Gaia DR3 4099033091313738624,E,0.86845,J185418.03-170153.0,RRC,0.4342346,0.28,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
349060,ASASSN-V J173624.73-501212.6,EW,RRC,0.974465,0.3529791452406157,0.8550000000000004,264.103042,-50.2035,Gaia DR3 5946367760184202624,RR*,Gaia DR3 5946367760184202624,RRC,0.352978,J173624.73-501212.6,EW,0.705978,0.46,,,,RR,EB,RR,EB,RR,2,1,MODEL_LIKELY_CORRECT
203967,ZTFJ015703.37+161237.5,ROT,RRC,0.974337,0.3600895705521432,0.6649999999999991,29.264042,16.210417,CRTS J015703.4+161236,RR*,CSS_J015703.4+161236,RRD,0.360118,J015703.38+161237.8,RRC,0.3601133,0.52,,,,RR,ROT,RR,RR,RR,3,0,MODEL_LIKELY_CORRECT
585176,ASASSN-V J185057.37+330151.4,EW,RRC,0.974298,0.2972358135424014,0.4559999999999995,282.739042,33.030944,ATO J282.7388+33.0307,RR*,PS1-3PI J185057.32+330150.8,RRC,0.228987,J185057.37+330151.4,EW,0.5944798,0.39,,,,RR,EB,RR,EB,RR,2,1,MODEL_LIKELY_CORRECT
265871,ASASSN-V J192108.41+374455.0,ROT,SR,0.974072,49.54630581817844,0.20599999999999952,290.285042,37.748611,ZTF J192108.41+374455.1,LP*,V0709 Lyr,SR,49.2057,J192108.41+374455.0,ROT,49.33704,0.1,V0709 Lyr ,SR,49.2057,LPV,ROT,LPV,ROT,LPV,3,1,MODEL_LIKELY_CORRECT
15579,ASASSN-V J232906.08+524108.9,RRC,EW,0.974069,0.2207858256472367,0.26200000000000045,352.275333,52.685806,ATO J352.2753+52.6858,EB*,WISE J232906.0+524108,EW,0.4415714,J232906.08+524108.9,RRC,0.2207816,0.19,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
165365,ASASSN-V J160333.11-503022.3,ROT,EW,0.974034,1.144920120823744,0.4190000000000005,240.887958,-50.506194,Gaia DR3 5981814434512755072,EB*,GDS_J1603336-503021,VAR,,J160333.11-503022.3,ROT,1.1449783,0.26,,,,EB,ROT,VAR,ROT,EB,1,1,CONFLICTING
35,ASASSN-V J184421.06+190933.0,RRC,EW,0.973927,0.3411022608202338,0.44700000000000095,281.08775,19.159167,ATO J281.0877+19.1602,EB*,ZTF J184421.06+190936.9,EW,0.6822,J184421.06+190933.0,RRC,0.3411004,0.3,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
273117,ASASSN-V J191527.51+235131.9,CEP,ROT,0.973549,4.949273628768296,0.25200000000000067,288.864625,23.858861,ZTF J191527.51+235131.9,RS*,WISE J191527.5+235131,RS,4.95167,J191527.51+235131.9,CWB,4.9481635,0.16,,,,ROT,CEP,ROT,CEP,ROT,2,1,MODEL_LIKELY_CORRECT
2364,ASASSN-V J200608.77+025941.0,RRC,EW,0.973533,0.4313680028179401,0.4670000000000005,301.536542,2.994722,ATO J301.5365+02.9947,EB*,ZTF J200608.75+025941.0,EW,0.8627477,J200608.77+025941.0,RRC,0.4313642,0.28,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
237266,ZTFJ183143.65+054025.4,ROT,RRC,0.973492,0.3153116780279579,1.0690000000000026,277.931875,5.673722,ZTF J183143.65+054025.4,RR*,ZTF J183143.65+054025.4,RS,0.3153219,,,,,,,,RR,ROT,ROT,,RR,1,1,CONFLICTING
101,ASASSN-V J075928.69-315928.3,RRC,EW,0.973145,0.255164398445551,0.3370000000000015,119.869542,-31.991194,ATO J119.8699-31.9911,EB*,GDS_J0759288-315928,VAR,,J075928.69-315928.3,RRC,0.2551662,0.23,,,,EB,RR,VAR,RR,EB,1,1,CONFLICTING
8380,ASASSN-V J153910.34-421315.6,RRC,EW,0.973027,0.3982786228603214,0.4610000000000003,234.793083,-42.221,Gaia DR3 6001736000347841664,EB*,ASASSN-V J153910.34-421315.6,RRC,0.398256,J153910.34-421315.6,RRC,0.39826,0.37,,,,EB,RR,RR,RR,EB,1,2,CONFLICTING
463523,ASASSN-V J205811.81-715608.7,EW,RRC,0.973025,0.2676164629135565,1.1120000000000019,314.549208,-71.93575,Gaia DR3 6374869981491644800,RR*,ASASSN-V J205811.76-715608.3,EW,0.535228,J205811.81-715608.7,EW,0.5352282,0.57,,,,RR,EB,EB,EB,RR,1,2,CONFLICTING
156748,ASASSN-V_J213256.04+251543.0,ROT,SR,0.972931,55.12994332129761,1.8119999999999998,323.2335,25.261944,ZTF J213256.03+251543.0,LP*,ZTF J213256.03+251543.0,SR,55.964651,,,,,,,,LPV,ROT,LPV,,LPV,2,0,MODEL_LIKELY_CORRECT
18053,ASASSN-V J210452.85+375229.2,RRC,EW,0.972801,0.18671295460892,0.27699999999999925,316.220208,37.874778,ATO J316.2202+37.8746,EB*,ZTF J210452.86+375228.7,EW,0.3734254,J210452.85+375229.2,RRC,0.186711,0.2,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
238265,ASASSN-V J113327.62+174948.3,ROT,SR,0.972407,76.03380307167413,0.48499999999999943,173.365083,17.830083,2MASS J11332765+1749486,LP*,ASAS J113328+1749.8,MISC,75.759049,J113327.62+174948.3,ROT,76.77988,0.3,,,,LPV,ROT,MISC,ROT,LPV,1,1,CONFLICTING
1146,ASASSN-V J162221.20-565431.2,RRC,EW,0.972334,0.3318210191082596,0.3609999999999989,245.588333,-56.908667,2MASS J16222117-5654349,EB*,ASASSN-V J162221.27-565430.0,RRC,0.33181,J162221.20-565431.2,RRC,0.3318098,0.21,,,,EB,RR,RR,RR,EB,1,2,CONFLICTING
701477,ASASSN-V J192146.67+380643.4,DSCT,EW,0.972179,0.1705520672432884,0.22799999999999976,290.444458,38.112056,ATO J290.4444+38.1120,EB*,ZTF J192146.66+380643.5,EW,0.291295,J192146.67+380643.4,HADS,0.1456466,0.15,,,,EB,DSCT,EB,DSCT,EB,2,1,MODEL_LIKELY_CORRECT
454645,ZTFJ005005.41+434049.6,EW,RRC,0.972119,0.2828005568173501,0.5359999999999978,12.522542,43.680444,ATO J012.5225+43.6804,RR*,PS1-3PI J005005.41+434049.6,RRC,0.282817,,,,,,,,RR,EB,RR,,RR,2,0,MODEL_LIKELY_CORRECT
315060,ZTFJ192430.56-052155.1,EW,RRC,0.972051,0.4070601464155038,0.5739999999999981,291.127333,-5.365306,ZTF J192430.56-052155.1,RR*,PS1-3PI J192430.56-052155.1,RRC,0.407089,,,,,,,,RR,EB,RR,,RR,2,0,MODEL_LIKELY_CORRECT
7330,ASASSN-V J165009.66-291402.0,RRC,EW,0.971932,0.1965822362717568,0.5680000000000014,252.54025,-29.233889,ATO J252.5410-29.2348,EB*,Gaia DR3 6032667671957987712,E,0.393169,J165009.66-291402.0,RRC,0.1965851,0.33,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
412410,ASASSN-V J202756.12-530104.1,EW,RRAB,0.971623,0.6093361052283932,1.0539999999999985,306.983833,-53.017806,CRTS J202756.1-530104,RR*,SSS_J202756.1-530104,RRAB,0.60933,J202756.12-530104.1,EW,1.2186185,0.61,,,,RR,EB,RR,EB,RR,2,1,MODEL_LIKELY_CORRECT
421117,ASASSN-V J192424.67-725015.9,EW,RRC,0.971557,0.2942657288292329,1.475999999999999,291.102792,-72.83775,Gaia DR3 6415904202118466688,RR*,ASASSN-V J192424.36-725016.3,EW,0.588533,J192424.67-725015.9,EW,0.5885326,0.6,,,,RR,EB,EB,EB,RR,1,2,CONFLICTING
200072,ASASSN-V J024037.31+422859.4,ROT,SR,0.971463,80.76358381502676,0.3070000000000004,40.155458,42.483167,2MASS J02403729+4228596,LP*,ASASSN-V J024037.31+422859.4,ROT,80.18,J024037.31+422859.4,ROT,80.86936,0.21,,,,LPV,ROT,ROT,ROT,LPV,1,2,CONFLICTING
183515,ASASSN-V J225344.40+512114.1,ROT,SR,0.971429,76.29857724867564,0.8559999999999999,343.435,51.353917,ZTF J225344.39+512113.8,LP*,V0614 Lac,SR,72.4731678,J225344.40+512114.1,ROT,78.07346,0.28,V0614 Lac ,L,,LPV,ROT,LPV,ROT,LPV,3,1,MODEL_LIKELY_CORRECT
273463,ASASSN-V J223534.72+393124.7,CEP,ROT,0.971241,1.2259051764084057,0.3240000000000016,338.894667,39.523528,ZTF J223534.89+393127.6,RS*,ZTF J223534.89+393127.6,RS,0.6128582,J223534.72+393124.7,CWB,1.225863,0.2,,,,ROT,CEP,ROT,CEP,ROT,2,1,MODEL_LIKELY_CORRECT
711058,ASASSN-V J185143.64+273850.3,DSCT,EW,0.97116,0.2782827475963996,0.3100000000000005,282.931833,27.647306,ATO J282.9318+27.6472,EB*,WISE J185143.6+273850,EW,0.3573826,J185143.64+273850.3,HADS,0.178688,0.25,,,,EB,DSCT,EB,DSCT,EB,2,1,MODEL_LIKELY_CORRECT
451532,ASASSN-V J165839.17-755209.9,EW,RRC,0.970962,0.3322524854196454,1.9720000000000013,254.663208,-75.869417,Gaia DR3 5778042356834639872,RR*,ASASSN-V J165839.17-755209.9,RRC,0.332201,J165839.17-755209.9,EW,0.6645048,0.73,,,,RR,EB,RR,EB,RR,2,1,MODEL_LIKELY_CORRECT
382080,ZTFJ222831.47+174202.8,EW,ROT,0.970839,0.8638455942844664,0.2359999999999971,337.131125,17.700778,CRTS J222831.4+174202,RS*,CSS_J222831.4+174202,RS,6.4804973,,,,,,,,ROT,EB,ROT,,ROT,2,0,MODEL_LIKELY_CORRECT
4587,ASASSN-V J222258.62+563414.4,RRC,EW,0.970544,0.3404200012701498,0.22799999999999976,335.74425,56.570667,ATO J335.7443+56.5706,EB*,WISE J222258.6+563414,EW,0.4048338,J222258.62+563414.4,RRC,0.2024148,0.18,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
