row_index,source_name,true_label,pred_label,confidence,period,amplitude,ra_deg,dec_deg,simbad_id,simbad_otype,vsx_name,vsx_type,vsx_period,asassn_name,asassn_type,asassn_period,asassn_amp,gcvs_name,gcvs_type,gcvs_period,pred_broad,true_broad,vsx_broad,asassn_broad,simbad_broad,n_confirm_pred,n_confirm_true,final_verdict
231697,ASASSN-V J051906.74+365121.0,ROT,SR,0.987444,1110.802199999945,0.21799999999999997,79.778083,36.855833,ZTF J051906.72+365120.6,LP*,NSVS 6869047,SRD,75.7,J051906.74+365121.0,ROT,83.65118,0.12,,,,LPV,ROT,LPV,ROT,LPV,2,1,MODEL_LIKELY_CORRECT
3588,ASASSN-V J093151.03-585832.3,RRC,EW,0.9874,0.1955272076738501,0.29600000000000115,142.962625,-58.975639,Gaia DR3 5305576953359161344,EB*,ASASSN-V J093151.17-585832.5,RRC,0.195528,J093151.03-585832.3,RRC,0.1955276,0.23,,,,EB,RR,RR,RR,EB,1,2,CONFLICTING
154500,ASASSN-V J195306.33+463157.9,ROT,SR,0.987147,94.61608268156668,0.28999999999999915,298.276375,46.53275,ASAS J195306+4632.0,LP*,ASAS J195306+4632.0,LPV,97.5,J195306.33+463157.9,ROT,94.6141,0.19,,,,LPV,ROT,LPV,ROT,LPV,2,1,MODEL_LIKELY_CORRECT
497740,ASASSN-V J081120.91+863859.5,EW,RRC,0.987002,0.3540322060676275,0.7270000000000003,122.837125,86.649861,[SHM2017] J122.83817+86.64982,RR*,PS1-3PI J081121.16+863859.3,RRC,0.354039,J081120.91+863859.5,EW,0.7080686,0.46,,,,RR,EB,RR,EB,RR,2,1,MODEL_LIKELY_CORRECT
3139,ASASSN-V J202040.44-720742.5,RRC,EW,0.986932,0.2140207574958952,1.616999999999999,305.1685,-72.128472,Gaia DR3 6373984427955694080,EB*,WISE J202040.5-720742,EW,0.4280422,J202040.44-720742.5,RRC,0.2140212,0.3,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
327,ASASSN-V J070836.50-332938.5,RRC,EW,0.986871,0.1959221119298296,0.5300000000000011,107.152083,-33.494028,Gaia DR3 5602956812423620736,EB*,ASASSN-V J070836.51-332940.3,RRC,0.195924,J070836.50-332938.5,RRC,0.1959235,0.22,,,,EB,RR,RR,RR,EB,1,2,CONFLICTING
18562,ASASSN-V J173301.03-433406.2,RRC,EW,0.986803,0.2018973632575427,0.6470000000000002,263.254292,-43.568389,Gaia DR3 5958480152108816768,EB*,ASASSN-V J173301.23-433406.8,RRC,0.201897,J173301.03-433406.2,RRC,0.2018966,0.31,,,,EB,RR,RR,RR,EB,1,2,CONFLICTING
707020,ASASSN-V J194944.74+155105.3,DSCT,EW,0.986756,0.1670684854830063,0.3520000000000003,297.436417,15.851472,ATO J297.4365+15.8510,EB*,ZTF J194944.79+155103.6,EW,0.3341412,J194944.74+155105.3,HADS,0.1670698,0.23,,,,EB,DSCT,EB,DSCT,EB,2,1,MODEL_LIKELY_CORRECT
4855,ASASSN-V J201830.60+210859.4,RRC,EW,0.986699,0.1838888580747636,0.7189999999999994,304.6275,21.149833,ATO J304.6271+21.1498,EB*,CzeV2479,EW,0.367704,J201830.60+210859.4,RRC,0.183892,0.29,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
240280,ASASSN-V_J065840.08+460320.7,ROT,SR,0.986668,48.45967241378974,1.8789999999999996,104.667,46.05575,ZTF J065840.07+460320.8,LP*,ZTF J065840.07+460320.8,SR,48.7737446,,,,,,,,LPV,ROT,LPV,,LPV,2,0,MODEL_LIKELY_CORRECT
624654,ASASSN-V J010144.65-814042.9,EW,RRC,0.986597,0.3179146529870464,0.7729999999999997,15.436042,-81.678583,OGLE SMC831.06.000016,RR*,Gaia DR3 4630191696772470656,RRC,0.317919,J010144.65-814042.9,EW,0.635843,0.44,,,,RR,EB,RR,EB,RR,2,1,MODEL_LIKELY_CORRECT
2867,ASASSN-V J195932.50+090812.5,RRC,EW,0.986588,0.2016261337527093,0.30799999999999983,299.885417,9.136806,ATO J299.8853+09.1368,EB*,ZTF J195932.47+090812.5,EW,0.403255,J195932.50+090812.5,RRC,0.201629,0.18,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
8078,ASASSN-V J141251.48-572903.7,RRC,EW,0.986476,0.1857311118123173,0.5420000000000016,213.2145,-57.484361,Gaia DR3 5892194306898708736,EB*,WISE J141251.5-572904,EW,0.3714627,J141251.48-572903.7,RRC,0.1857318,0.32,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
8108,ASASSN-V J185751.78-135457.1,RRC,EW,0.986395,0.2165655784965736,0.38899999999999935,284.46575,-13.915861,Gaia DR3 4102259092788683520,EB*,ASASSN-V J185751.83-135457.2,RRC,0.216565,J185751.78-135457.1,RRC,0.2165647,0.19,,,,EB,RR,RR,RR,EB,1,2,CONFLICTING
3085,ASASSN-V J003409.69+571222.5,RRC,EW,0.986338,0.3736622032289055,0.24799999999999933,8.540375,57.20625,ZTF J003409.32+571224.8,EB*,WISE J003409.3+571224,EW,0.7472892,J003409.69+571222.5,RRC,0.3736544,0.19,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
1596,ASASSN-V J125427.69-723253.2,RRC,EW,0.986288,0.1890374063424944,0.3520000000000003,193.615375,-72.548111,Gaia DR3 5841913017356211072,EB*,WISE J125427.6-723253,EW,0.3780789,J125427.69-723253.2,RRC,0.1890374,0.31,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
228109,ASASSN-V J220405.17+573436.0,ROT,SR,0.986233,77.89314000001428,0.46999999999999886,331.021542,57.576667,ATO J331.0215+57.5766,LP*,ASASSN-V J220405.17+573436.0,SR,78.2,J220405.17+573436.0,ROT,78.24,0.33,,,,LPV,ROT,LPV,ROT,LPV,2,1,MODEL_LIKELY_CORRECT
17113,ASASSN-V J055713.32+083033.8,RRC,EW,0.986136,0.2588281143604404,0.19700000000000095,89.3055,8.509389,ZTF J055713.46+083030.7,EB*,ZTF J055713.46+083030.7,EW,0.517667,J055713.32+083033.8,RRC,0.2588253,0.15,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
8037,ASASSN-V J063634.56+293010.0,RRC,EW,0.986114,0.2567961911189168,0.35599999999999987,99.144,29.502778,ATO J099.1439+29.5027,EB*,ZTF J063634.55+293009.9,EW,0.5136102,J063634.56+293010.0,RRC,0.2568024,0.26,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
8746,ASASSN-V J193506.72-090121.2,RRC,EW,0.985924,0.2974990667720978,0.4559999999999995,293.778,-9.022556,ATO J293.7780-09.0225,EB*,ZTF J193506.73-090121.1,EW,0.59501,J193506.72-090121.2,RRC,0.297498,0.32,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
7939,ASASSN-V J100804.02-455645.6,RRC,EW,0.985922,0.2561990367949892,0.1850000000000005,152.01675,-45.946,Gaia DR3 5414505501587218048,EB*,ASASSN-V J100804.15-455644.3,RRC,0.256192,J100804.02-455645.6,RRC,0.2561916,0.14,,,,EB,RR,RR,RR,EB,1,2,CONFLICTING
161947,ASASSN-V J185126.01-132623.5,ROT,SR,0.985591,54.37608284519198,0.31700000000000017,282.858375,-13.439861,ATO J282.8585-13.4398,LP*,ZTF J185126.04-132623.3,SR,54.7187667,J185126.01-132623.5,ROT,54.6055,0.19,,,,LPV,ROT,LPV,ROT,LPV,2,1,MODEL_LIKELY_CORRECT
601917,ASASSN-V J071218.09+704459.0,EW,RRC,0.985586,0.3458277886382017,1.5249999999999986,108.075375,70.749722,ZTF J071218.08+704459.2,RR*,PS1-3PI J071218.09+704459.2,RRC,0.345845,J071218.09+704459.0,EW,0.6916486,0.63,,,,RR,EB,RR,EB,RR,2,1,MODEL_LIKELY_CORRECT
12231,ASASSN-V J204348.64+024536.3,RRC,EW,0.985534,0.2679096376652136,0.34000000000000163,310.952667,2.760083,TYC  515-1675-1,EB*,ASAS J204349+0245.6,RRC|EC,0.267902,J204348.64+024536.3,RRC,0.2679064,0.23,,,,EB,RR,RRC|EC,RR,EB,1,1,CONFLICTING
429829,ASASSN-V J115829.49+774813.9,EW,RRC,0.985532,0.2919061405126712,1.3600000000000012,179.622875,77.803861,ZTF J115829.98+774813.4,RR*,Gaia DR2 1080791793774101888,RRC,0.2919056,J115829.49+774813.9,EW,0.5838082,0.68,,,,RR,EB,RR,EB,RR,2,1,MODEL_LIKELY_CORRECT
11133,ASASSN-V J154305.68-615757.6,RRC,EW,0.985502,0.2125903238595524,0.30400000000000027,235.773667,-61.966,Gaia DR3 5827294018175790464,EB*,WISE J154305.8-615800,EW,0.42468,J154305.68-615757.6,RRC,0.2125926,0.2,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
246366,ASASSN-V_J233939.25+372117.8,ROT,SR,0.985403,51.63615631398906,0.9339999999999999,354.913542,37.354944,ATO J354.9135+37.3549,LP*,ZTF J233939.24+372117.8,SR,52.4635844,,,,,,,,LPV,ROT,LPV,,LPV,2,0,MODEL_LIKELY_CORRECT
2801,ASASSN-V J163708.46+524129.0,RRC,EW,0.985402,0.4612010139451461,0.2809999999999988,249.28525,52.691389,ATO J249.2853+52.6915,EB*,ROTSE1 J163708.48+524129.0,EW,0.922455,J163708.46+524129.0,RRC,0.461214,0.17,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
10643,ASASSN-V J155201.50-460650.7,RRC,EW,0.985321,0.2062587330715612,0.7830000000000013,238.00625,-46.114083,Gaia DR3 5987809482986077440,EB*,WISE J155201.4-460649,EW,0.4125162,J155201.50-460650.7,RRC,0.2062593,0.26,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
642376,ZTFJ214711.60+245435.2,EW,RRC,0.985311,0.3349527070187747,0.8030000000000008,326.798333,24.909778,ZTF J214711.60+245435.2,RR*,PS1-3PI J214711.60+245435.1,RRC,0.334939,,,,,,,,RR,EB,RR,,RR,2,0,MODEL_LIKELY_CORRECT
274747,ASASSN-V J215502.43+363406.8,CEP,ROT,0.984829,4.225631800878351,0.5980000000000008,328.760125,36.568556,ZTF J215502.42+363406.9,RS*,ZTF J215502.42+363406.9,RS,4.2187627,J215502.43+363406.8,CWB,4.225099,0.27,,,,ROT,CEP,ROT,CEP,ROT,2,1,MODEL_LIKELY_CORRECT
4848,ASASSN-V J211637.56+404029.5,RRC,EW,0.984824,0.4564107089439903,0.479000000000001,319.1565,40.674861,ATO J319.1562+40.6747,EB*,WISE J211637.5+404029,EW,0.9128322,J211637.56+404029.5,RRC,0.456417,0.41,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
512921,ASASSN-V J190046.58-280105.4,EW,RRC,0.984823,0.3173328647272599,0.7520000000000007,285.194083,-28.018167,Gaia DR3 6763364376317679360,RR*,PS1-3PI J190046.68-280103.9,RRC,0.465445,J190046.58-280105.4,EW,0.6346788,0.43,,,,RR,EB,RR,EB,RR,2,1,MODEL_LIKELY_CORRECT
385228,ASASSN-V J184944.28-334956.1,EW,RRC,0.984759,0.2814101967357517,0.713000000000001,282.4345,-33.83225,OGLE BLG-RRLYR-66942,RR*,ASASSN-V J184944.32-334955.3,EW,0.562821,J184944.28-334956.1,EW,0.562821,0.52,,,,RR,EB,EB,EB,RR,1,2,CONFLICTING
18967,ASASSN-V J222535.02+502641.6,RRC,EW,0.984696,0.2638481620951495,0.266,336.395917,50.444889,ATO J336.3963+50.4449,EB*,ZTF J222535.11+502641.9,EW,0.527698,J222535.02+502641.6,RRC,0.263849,0.14,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
176652,ZTFJ033233.37+783045.2,ROT,RRC,0.984668,0.3610755043951421,0.8290000000000006,53.139042,78.512556,Gaia DR3 555321335590731392,RR*,ZTF J033233.37+783045.2,BY,0.3610452,,,,,,,,RR,ROT,ROT,,RR,1,1,CONFLICTING
3487,ASASSN-V J095448.55-712359.3,RRC,EW,0.984663,0.2772890768792594,0.3019999999999996,148.702292,-71.399806,UCAC4 094-019447,EB*,WISE J095448.4-712359,EW,0.5545585,J095448.55-712359.3,RRC,0.2772824,0.25,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
16588,ASASSN-V J124208.20-661822.8,RRC,EW,0.984563,0.2715300212364951,0.3379999999999992,190.534167,-66.306333,Gaia DR3 5859953086950593280,EB*,ASASSN-V J124208.20-661823.6,RRC,0.271521,J124208.20-661822.8,RRC,0.2715212,0.21,,,,EB,RR,RR,RR,EB,1,2,CONFLICTING
703268,ASASSN-V J170746.60-535342.0,DSCT,EW,0.984502,0.153848514933599,0.44700000000000095,256.944167,-53.895,Gaia DR3 5923817287772647680,EB*,WISE J170746.3-535342,EW,0.3079609,J170746.60-535342.0,HADS,0.1538504,0.33,,,,EB,DSCT,EB,DSCT,EB,2,1,MODEL_LIKELY_CORRECT
11452,ASASSN-V J125229.28-553208.4,RRC,EW,0.984458,0.1962514038968158,0.2940000000000005,193.122,-55.535667,Gaia DR3 6061682684280260992,EB*,WISE J125229.7-553209,EW,0.3925086,J125229.28-553208.4,RRC,0.1962542,0.22,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
399776,ZTFJ204721.53+224145.0,EW,SR,0.984287,157.92747931034555,1.225999999999999,311.839708,22.695833,ATO J311.8396+22.6958,LP*,ZTF J204721.53+224145.0,EB:,329.232389,,,,,,,,LPV,EB,EB,,LPV,1,1,CONFLICTING
177635,ASASSN-V J015724.50+481657.4,ROT,SR,0.984256,0.9751846382892708,0.37899999999999956,29.352083,48.282611,ZTF J015724.50+481657.5,LP*,ZTF J015724.50+481657.5,SR,43.6897885,J015724.50+481657.4,ROT,44.01298,0.15,,,,LPV,ROT,LPV,ROT,LPV,2,1,MODEL_LIKELY_CORRECT
623512,ZTFJ212617.90+404550.1,EW,SR,0.984242,89.21582549019614,1.2890000000000015,321.574583,40.763917,ATO J321.5747+40.7640,LP*,ASASSN-V J212617.91+404550.2,L,,J212617.91+404550.2,L,,1.25,,,,LPV,EB,LPV,LPV,LPV,3,0,MODEL_LIKELY_CORRECT
165794,ASASSN-V J215923.07+674256.7,ROT,SR,0.984216,68.06136268656702,0.6099999999999994,329.846125,67.71575,ZTF J215922.99+674256.9,LP*,ASASSN-V J215923.01+674257.0,ROT,67.83,J215923.07+674256.7,ROT,67.83177,0.16,,,,LPV,ROT,ROT,ROT,LPV,1,2,CONFLICTING
699392,ASASSN-V J172949.02-562811.6,DSCT,EW,0.984096,0.1793258529042315,0.22600000000000087,262.45425,-56.469889,Gaia DR3 5919377429757241472,EB*,WISE J172948.7-562810,EW,0.3590017,J172949.02-562811.6,HADS,0.1793249,0.15,,,,EB,DSCT,EB,DSCT,EB,2,1,MODEL_LIKELY_CORRECT
699270,ASASSN-V J101702.09-675822.9,DSCT,EW,0.984076,0.1609279232816199,0.24100000000000144,154.258708,-67.973028,Gaia DR3 5244664971241745792,EB*,WISE J101702.1-675821,EW|EA,0.3218534,J101702.09-675822.9,DSCT,0.1609286,0.13,,,,EB,DSCT,EB,DSCT,EB,2,1,MODEL_LIKELY_CORRECT
253745,ASASSN-V J110058.72+281433.0,ROT,SR,0.984055,49.86031434343507,0.5640000000000001,165.244667,28.2425,ZTF J110058.72+281432.9,LP*,ASASSN-V J110058.72+281433.0,SR,50.2,J110058.72+281433.0,ROT,50.18,0.26,,,,LPV,ROT,LPV,ROT,LPV,2,1,MODEL_LIKELY_CORRECT
76,ASASSN-V J173343.04-152525.1,RRC,EW,0.984034,0.3286218099524783,0.5280000000000005,263.429333,-15.423639,ATO J263.4293-15.4229,EB*,Gaia DR3 4125143778068283648,E,0.65725,J173343.04-152525.1,RRC,0.32862,0.32,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
644925,ZTFJ172245.09+083845.8,EW,ROT,0.983993,5.419218149466166,0.1850000000000005,260.687875,8.646056,CRTS J172245.0+083846,RS*,CSS_J172245.0+083846,RS,5.4244332,J172245.08+083845.9,ROT,5.4235687,0.16,,,,ROT,EB,ROT,ROT,ROT,3,0,MODEL_LIKELY_CORRECT
426545,ASASSN-V J201606.54-194643.7,EW,RRC,0.983713,0.3496943657485103,1.0650000000000013,304.02725,-19.778806,ATO J304.0270-19.7789,RR*,PS1-3PI J201606.49-194644.2,RRC,0.349695,J201606.54-194643.7,EW,0.6993966,0.55,,,,RR,EB,RR,EB,RR,2,1,MODEL_LIKELY_CORRECT
14661,ASASSN-V J200855.33+500230.8,RRC,EW,0.983689,0.2702685063220876,0.45699999999999896,302.230542,50.041889,ATO J302.2305+50.0419,EB*,ZTF J200855.32+500230.8,EW,0.4252963,J200855.33+500230.8,RRC,0.212648,0.38,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
4978,ASASSN-V J164808.75-250906.1,RRC,EW,0.983664,0.1809345406068312,0.26900000000000013,252.036458,-25.151694,Gaia DR3 6046709019528261760,EB*,ASASSN-V J164808.75-250910.3,RRC,0.180933,J164808.75-250906.1,RRC,0.1809335,0.14,,,,EB,RR,RR,RR,EB,1,2,CONFLICTING
20135,ASASSN-V J172622.74-471322.4,RRC,EW,0.983637,0.2735076903593923,0.4380000000000006,261.59475,-47.222889,Gaia DR3 5950303599515170816,EB*,ASASSN-V J172622.47-471321.5,RRC,0.273502,J172622.74-471322.4,RRC,0.2735022,0.28,,,,EB,RR,RR,RR,EB,1,2,CONFLICTING
396721,ZTFJ180753.04+215852.1,EW,RRC,0.983306,0.290441769979019,0.6340000000000003,271.971,21.981139,ATO J271.9710+21.9811,RR*,Gaia DR2 4576441899061929984,EW,0.5808752,,,,,,,,RR,EB,EB,,RR,1,1,CONFLICTING
715996,ASASSN-V J192648.04+101241.8,DSCT,EW,0.983142,0.2150695550628545,0.3570000000000011,291.700167,10.211611,ZTF J192648.29+101242.2,EB*,WISE J192648.3+101242,EW,0.353828,J192648.04+101241.8,HADS,0.1769159,0.3,,,,EB,DSCT,EB,DSCT,EB,2,1,MODEL_LIKELY_CORRECT
490403,ASASSN-V J185327.65+453200.9,EW,RRC,0.9829,0.2735524353360599,0.6509999999999998,283.365208,45.533583,ATO J283.3651+45.5335,RR*,KID 9137819,RRC,0.273553,J185327.65+453200.9,EW,0.5470952,0.48,,,,RR,EB,RR,EB,RR,2,1,MODEL_LIKELY_CORRECT
177591,ASASSN-V J205053.08+001921.8,ROT,SR,0.982866,4426.035980000161,0.47300000000000075,312.721167,0.322722,ZTF J205053.06+001923.7,LP*,CSS_J205053.1+001923,RS:,,J205053.08+001921.8,ROT,0.996874,0.38,,,,LPV,ROT,ROT,ROT,LPV,1,2,CONFLICTING
18290,ASASSN-V J043231.75+584354.6,RRC,EW,0.982822,0.3174237989333621,0.31200000000000117,68.132292,58.731833,ATO J068.1319+58.7317,EB*,ZTF J043231.66+584354.4,EW,0.3881192,J043231.75+584354.6,RRC,0.1940622,0.16,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
273124,ZTFJ212343.50-204016.5,CEP,RRAB,0.9828,1.4641427350427267,0.6329999999999991,320.93125,-20.67125,CRTS J212343.4-204017,RR*,SSS_J212343.4-204017,RRAB,0.593047,J212343.42-204017.4,VAR,,0.89,,,,RR,CEP,RR,VAR,RR,2,0,MODEL_LIKELY_CORRECT
1207,ASASSN-V J202556.94+095426.5,RRC,EW,0.98274,0.2906004950226107,0.31400000000000006,306.48725,9.907361,ATO J306.4872+09.9074,EB*,ASASSN-V J202556.93+095426.8,EW,0.367384,J202556.94+095426.5,RRC,0.1836933,0.21,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
282,ASASSN-V J200213.45+445705.0,RRC,EW,0.98258,0.3876615715220052,0.8140000000000001,300.556042,44.951389,ATO J300.5563+44.9511,EB*,WISE J200213.5+445704,EW,0.7753066,J200213.45+445705.0,RRC,0.3876562,0.36,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
274497,ASASSN-V J224939.18+543238.9,CEP,ROT,0.982572,9.007139287945428,0.4250000000000007,342.41325,54.544139,ATO J342.4132+54.5441,RS*,ZTF J224939.18+543238.9,RS,8.9900061,J224939.18+543238.9,CWA,9.010401,0.2,,,,ROT,CEP,ROT,CEP,ROT,2,1,MODEL_LIKELY_CORRECT
413185,ASASSN-V J184005.16-340726.8,EW,RRC,0.982385,0.2886944139740922,0.6880000000000006,280.0215,-34.124111,OGLE BLG-RRLYR-64772,RR*,ASASSN-V J184005.21-340727.4,EW,0.5774,J184005.16-340726.8,EW,0.5773998,0.48,,,,RR,EB,EB,EB,RR,1,2,CONFLICTING
449948,ASASSN-V J211928.62+232106.2,EW,RRC,0.982321,0.3208408386951227,2.436,319.86925,23.351722,ZTF J211928.62+232106.2,RR*,V0603 Vul,RRC,0.320841,J211928.62+232106.2,EW,0.6416762,0.48,V0603 Vul ,RRC,0.320841,RR,EB,RR,EB,RR,3,1,MODEL_LIKELY_CORRECT
398699,ZTFJ182931.30+113720.3,EW,RRC,0.982289,0.3446095508637243,0.6799999999999997,277.380417,11.622306,ZTF J182931.30+113720.3,RR*,PS1-3PI J182931.31+113720.1,RRC,0.344644,,,,,,,,RR,EB,RR,,RR,2,0,MODEL_LIKELY_CORRECT
262388,ASASSN-V_J214945.65+474803.6,ROT,SR,0.982236,65.49592439023914,1.0739999999999998,327.440208,47.801,ATO J327.4402+47.8010,LP*,ZTF J214945.65+474803.7,SR,67.9425873,,,,,,,,LPV,ROT,LPV,,LPV,2,0,MODEL_LIKELY_CORRECT
3649,ASASSN-V J035646.22+572820.1,RRC,EW,0.98213,0.4028819737610033,0.3260000000000005,59.192583,57.47225,ATO J059.1924+57.4722,EB*,WISE J035646.2+572819,EW,0.8057352,J035646.22+572820.1,RRC,0.4028682,0.24,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
246032,ASASSN-V_J182914.02+431229.2,ROT,SR,0.981967,42.81157910864032,1.242,277.308417,43.208111,ZTF J182914.02+431229.2,LP*,ZTF J182914.02+431229.2,SR,42.4088987,,,,,,,,LPV,ROT,LPV,,LPV,2,0,MODEL_LIKELY_CORRECT
191312,ASASSN-V J075145.47+460254.9,ROT,SR,0.981821,0.9836151578495612,0.3149999999999995,117.939458,46.048583,ZTF J075145.41+460254.2,LP*,HR Lyn,SRD,67.0,J075145.47+460254.9,ROT,77.628975,0.12,HR Lyn    ,SRD:,67.0,LPV,ROT,LPV,ROT,LPV,3,1,MODEL_LIKELY_CORRECT
2117,ASASSN-V J191207.84+003928.7,RRC,EW,0.981644,0.2945834966383049,0.6230000000000011,288.032667,0.657972,ATO J288.0326+00.6579,EB*,ZTF J191207.83+003928.7,EW,0.5891586,J191207.84+003928.7,RRC,0.2945884,0.37,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
15524,ASASSN-V J091001.75+411227.9,RRC,EW,0.981593,0.229505464852877,0.23799999999999955,137.507292,41.20775,TYC 2987-375-1,EB*,NSVS 4832303,EW,0.45900652,J091001.75+411227.9,RRC,0.22951,0.2,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
16369,ASASSN-V J094812.83-603151.3,RRC,EW,0.981564,0.35995673655903,0.4250000000000007,147.053458,-60.530917,Gaia DR3 5257047980451394944,EB*,ASASSN-V J094812.81-603151.3,RRC,0.35995,J094812.83-603151.3,RRC,0.3599502,0.32,,,,EB,RR,RR,RR,EB,1,2,CONFLICTING
15303,ASASSN-V J062756.30+220027.9,RRC,EW,0.981473,0.3008975160486163,0.2580000000000009,96.984583,22.00775,ATO J096.9844+22.0076,EB*,ZTF J062756.25+220027.6,EW,0.6018194,J062756.30+220027.9,RRC,0.3008999,0.2,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
378485,ASASSN-V J070229.84+713815.6,EW,RRAB,0.981463,0.5649781186491322,1.4370000000000012,105.624333,71.637667,ZTF J070229.54+713816.4,RR*,PS1-3PI J070229.51+713816.2,RRAB,0.564979,J070229.84+713815.6,EW,1.129974,0.83,,,,RR,EB,RR,EB,RR,2,1,MODEL_LIKELY_CORRECT
708177,ASASSN-V J173455.99-564246.1,DSCT,EW,0.981425,0.1755525006149907,0.4039999999999999,263.733292,-56.712806,Gaia DR3 5919326439916335360,EB*,ASASSN-V J173455.94-564245.5,HADS,0.175552,J173455.99-564246.1,HADS,0.1755516,0.23,,,,EB,DSCT,DSCT,DSCT,EB,1,2,CONFLICTING
5062,ASASSN-V J213029.05+642618.3,RRC,EW,0.981088,0.3511325574018892,0.1980000000000004,322.621042,64.438417,ZTF J213029.01+642614.8,EB*,ASASSN-V J213029.06+642616.9,RRC,0.351132,J213029.05+642618.3,RRC,0.3511318,0.15,,,,EB,RR,RR,RR,EB,1,2,CONFLICTING
256499,ASASSN-V J200627.44+475642.1,ROT,SR,0.981062,42.77465773195899,0.6969999999999992,301.614333,47.945028,ZTF J200627.25+475642.9,LP*,ZTF J200627.25+475642.9,SR,43.0952693,J200627.44+475642.1,ROT,42.708992,0.3,,,,LPV,ROT,LPV,ROT,LPV,2,1,MODEL_LIKELY_CORRECT
260961,ASASSN-V_J201008.73+150258.3,ROT,SR,0.980754,57.64647012987694,3.226000000000001,302.536375,15.049528,ATO J302.5363+15.0495,LP*,ZTF J201008.72+150258.3,SR,57.9984,,,,,,,,LPV,ROT,LPV,,LPV,2,0,MODEL_LIKELY_CORRECT
266724,ASASSN-V_J183854.19+485206.6,ROT,SR,0.980681,50.65645577556611,0.7449999999999999,279.725792,48.8685,ZTF J183854.19+485206.6,LP*,ZTF J183854.19+485206.6,SR,51.1559337,J183854.04+485205.4,ROT,51.360695,0.24,,,,LPV,ROT,LPV,ROT,LPV,2,1,MODEL_LIKELY_CORRECT
13696,ASASSN-V J193032.25+315611.7,RRC,EW,0.980366,0.3708487927810799,0.6039999999999992,292.634375,31.936583,ATO J292.6343+31.9365,EB*,ASASSN-V J193032.25+315611.7,EB,0.7416963,J193032.25+315611.7,RRC,0.370852,0.33,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
216332,ASASSN-V J185213.56+131423.6,ROT,SR,0.97987,53.047905633785696,0.22100000000000009,283.0565,13.239889,ZTF J185213.56+131424.3,LP*,ASAS J185214+1314.5,MISC,52.366966,J185213.56+131423.6,ROT,52.80002,0.13,,,,LPV,ROT,MISC,ROT,LPV,1,1,CONFLICTING
1799,ASASSN-V J052616.84-604741.3,RRC,EW,0.979718,0.2240260254736193,0.8279999999999994,81.570167,-60.794806,Gaia DR3 4758032669649062144,EB*,ASASSN-V J052616.84-604741.4,RRC,0.224028,J052616.84-604741.3,RRC,0.2240283,0.3,,,,EB,RR,RR,RR,EB,1,2,CONFLICTING
2195,ASASSN-V J045759.05+400958.8,RRC,EW,0.979579,0.3257363432480906,0.4269999999999996,74.496042,40.166333,ATO J074.4963+40.1661,EB*,WISE J045759.1+400958,EW,0.491089,J045759.05+400958.8,RRC,0.2455398,0.35,,,,EB,RR,EB,RR,EB,2,1,MODEL_LIKELY_CORRECT
399248,ASASSN-V J152853.07-235608.0,EW,RRC,0.979573,0.326328136561441,1.0990000000000002,232.221125,-23.935556,CRTS J152853.3-235604,RR*,SSS_J152853.3-235604,RRC,0.326338,J152853.07-235608.0,EW,0.652656,0.51,,,,RR,EB,RR,EB,RR,2,1,MODEL_LIKELY_CORRECT
